age_group,gender,height,weight,bmi,exercise_days,exercise_time,days_per_week,minutes_per_day,total_minutes_per_week,target_weight,weight_loss
40-49,female,166.1,76.6,27.7,3日/週,30分未満,3,15,45,76.4,0.2
60-69,male,172.2,92.8,31.3,運動なし,0分,0,0,0,92.0,0.9
20-29,male,163.8,47.0,17.5,7日/週,120〜180分,7,150,1050,45.0,2.0
60-69,female,163.7,57.6,21.5,運動なし,0分,0,0,0,57.3,0.3
20-29,male,176.4,53.9,17.3,7日/週,120〜180分,7,150,1050,45.0,8.9
50-59,female,168.5,64.1,22.6,4日/週,180分以上,4,210,840,47.4,16.8
20-29,female,163.7,59.2,22.1,7日/週,30〜60分,7,45,315,52.3,6.8
30-39,male,167.7,62.8,22.3,運動なし,0分,0,0,0,62.4,0.4
20-29,female,167.8,52.1,18.5,3日/週,120〜180分,3,150,450,45.0,7.1
40-49,female,165.0,55.4,20.4,運動なし,0分,0,0,0,55.5,-0.0
40-49,female,173.1,54.2,18.1,6日/週,30〜60分,6,45,270,49.4,4.8
20-29,female,166.2,58.9,21.3,3日/週,60〜120分,3,90,270,53.1,5.8
70,female,155.4,57.8,23.9,運動なし,0分,0,0,0,58.5,-0.7
20-29,male,175.2,64.9,21.1,1日/週,60〜120分,1,90,90,62.6,2.2
70,male,171.4,77.7,26.4,2日/週,60〜120分,2,90,180,74.1,3.6
50-59,female,168.5,44.4,15.6,5日/週,180分以上,5,210,1050,45.0,-0.6
20-29,male,169.2,83.3,29.1,6日/週,30〜60分,6,45,270,78.6,4.7
40-49,female,164.1,55.2,20.5,2日/週,180分以上,2,210,420,46.2,9.0
40-49,male,177.8,79.6,25.2,3日/週,60〜120分,3,90,270,74.1,5.5
60-69,male,173.0,66.4,22.2,5日/週,60〜120分,5,90,450,57.5,8.8
60-69,female,165.8,56.7,20.6,1日/週,180分以上,1,210,210,52.2,4.5
50-59,male,174.0,59.8,19.7,7日/週,60〜120分,7,90,630,47.9,11.9
50-59,male,178.6,54.2,17.0,7日/週,30分未満,7,15,105,53.2,1.0
20-29,female,172.5,58.0,19.5,3日/週,180分以上,3,210,630,45.0,13.0
60-69,female,163.8,54.6,20.4,運動なし,0分,0,0,0,53.5,1.1
30-39,male,173.9,76.9,25.4,2日/週,60〜120分,2,90,180,72.7,4.2
70,male,164.8,56.5,20.8,3日/週,120〜180分,3,150,450,48.4,8.1
30-39,female,164.4,62.9,23.3,4日/週,30〜60分,4,45,180,58.8,4.2
40-49,male,161.3,64.7,24.9,6日/週,120〜180分,6,150,900,47.1,17.6
40-49,female,161.9,79.4,30.3,5日/週,120〜180分,5,150,750,63.9,15.5
50-59,male,167.3,62.1,22.2,4日/週,120〜180分,4,150,600,50.3,11.8
50-59,male,171.2,78.0,26.6,運動なし,0分,0,0,0,78.0,-0.0
70,female,167.4,53.1,18.9,2日/週,30分未満,2,15,30,53.1,-0.0
70,male,174.1,62.5,20.6,運動なし,0分,0,0,0,62.9,-0.5
70,female,168.0,62.5,22.1,1日/週,180分以上,1,210,210,58.9,3.6
50-59,female,173.3,69.1,23.0,4日/週,60〜120分,4,90,360,62.7,6.5
20-29,male,180.8,68.5,21.0,4日/週,180分以上,4,210,840,51.5,17.0
50-59,female,169.3,57.1,19.9,6日/週,30分未満,6,15,90,55.7,1.4
50-59,female,157.2,58.2,23.5,2日/週,30分未満,2,15,30,57.5,0.7
50-59,female,168.0,51.0,18.1,1日/週,60〜120分,1,90,90,49.4,1.7
60-69,male,170.1,86.5,29.9,2日/週,60〜120分,2,90,180,84.0,2.6
30-39,male,175.3,78.0,25.4,7日/週,30〜60分,7,45,315,72.6,5.4
60-69,female,166.6,59.9,21.6,2日/週,180分以上,2,210,420,52.0,7.9
70,male,174.0,60.8,20.1,4日/週,60〜120分,4,90,360,53.9,6.8
20-29,female,163.2,59.5,22.3,7日/週,120〜180分,7,150,1050,45.0,14.5
40-49,female,156.8,67.8,27.6,3日/週,30分未満,3,15,45,66.9,0.9
60-69,female,167.0,63.7,22.9,7日/週,30分未満,7,15,105,61.3,2.5
30-39,male,164.2,52.4,19.4,6日/週,180分以上,6,210,1260,45.0,7.4
70,male,175.0,54.9,17.9,3日/週,180分以上,3,210,630,45.0,9.9
60-69,male,177.7,76.2,24.1,3日/週,60〜120分,3,90,270,70.6,5.6
70,male,172.7,76.4,25.6,1日/週,180分以上,1,210,210,72.5,3.8
40-49,male,174.7,77.9,25.5,運動なし,0分,0,0,0,77.6,0.3
50-59,female,158.7,55.2,21.9,1日/週,120〜180分,1,150,150,52.0,3.2
20-29,male,169.4,72.6,25.3,運動なし,0分,0,0,0,73.0,-0.4
40-49,female,166.5,63.9,23.0,1日/週,120〜180分,1,150,150,60.8,3.0
60-69,female,160.9,53.4,20.6,3日/週,30分未満,3,15,45,51.7,1.7
20-29,female,170.7,57.2,19.6,運動なし,0分,0,0,0,55.8,1.4
50-59,female,151.9,58.8,25.5,2日/週,180分以上,2,210,420,50.5,8.3
30-39,male,173.9,60.3,19.9,1日/週,120〜180分,1,150,150,56.8,3.5
50-59,female,165.9,55.0,20.0,7日/週,60〜120分,7,90,630,45.0,10.0
20-29,female,167.3,64.3,23.0,1日/週,30〜60分,1,45,45,61.6,2.7
50-59,male,177.2,82.2,26.2,6日/週,30分未満,6,15,90,80.2,2.0
40-49,female,163.5,78.2,29.3,2日/週,120〜180分,2,150,300,72.2,6.0
30-39,female,162.8,55.0,20.8,2日/週,120〜180分,2,150,300,48.2,6.8
70,male,164.2,80.9,30.0,2日/週,30〜60分,2,45,90,79.9,0.9
20-29,female,171.8,75.6,25.6,2日/週,180分以上,2,210,420,67.1,8.5
40-49,female,166.4,61.6,22.3,1日/週,30〜60分,1,45,45,60.7,0.9
60-69,male,168.4,70.1,24.7,運動なし,0分,0,0,0,70.2,-0.0
30-39,female,162.5,67.9,25.7,7日/週,120〜180分,7,150,1050,47.4,20.6
20-29,male,184.0,90.7,26.8,運動なし,0分,0,0,0,90.3,0.3
40-49,female,159.7,42.1,16.5,2日/週,120〜180分,2,150,300,45.0,-2.9
50-59,male,178.5,68.3,21.4,5日/週,30〜60分,5,45,225,64.7,3.5
70,female,168.4,81.0,28.5,5日/週,30分未満,5,15,75,79.1,1.8
70,female,163.6,66.3,24.8,7日/週,180分以上,7,210,1470,45.0,21.3
20-29,female,172.9,59.6,20.0,7日/週,60〜120分,7,90,630,47.5,12.2
70,male,170.8,86.3,29.6,6日/週,180分以上,6,210,1260,62.2,24.1
60-69,female,161.0,55.6,21.5,2日/週,60〜120分,2,90,180,52.3,3.3
60-69,male,168.0,70.8,25.1,6日/週,120〜180分,6,150,900,53.6,17.2
50-59,male,173.3,49.6,16.5,6日/週,120〜180分,6,150,900,45.0,4.6
70,male,166.6,67.9,24.5,6日/週,180分以上,6,210,1260,45.0,22.9
40-49,female,162.4,55.0,20.9,2日/週,120〜180分,2,150,300,49.2,5.8
40-49,male,176.1,80.5,26.0,運動なし,0分,0,0,0,80.7,-0.2
40-49,female,158.8,67.6,26.8,2日/週,60〜120分,2,90,180,64.2,3.4
70,male,176.8,65.7,21.0,運動なし,0分,0,0,0,65.9,-0.1
70,male,168.1,84.9,30.1,3日/週,180分以上,3,210,630,72.3,12.6
20-29,male,175.9,78.3,25.3,1日/週,120〜180分,1,150,150,75.3,3.0
60-69,female,174.8,47.8,15.6,6日/週,120〜180分,6,150,900,45.0,2.8
70,female,168.1,52.7,18.6,4日/週,30分未満,4,15,60,51.5,1.2
50-59,female,167.1,78.3,28.0,7日/週,60〜120分,7,90,630,66.0,12.3
20-29,female,175.1,47.5,15.5,5日/週,60〜120分,5,90,450,45.0,2.5
60-69,male,165.7,68.1,24.8,7日/週,60〜120分,7,90,630,56.6,11.5
60-69,male,169.0,60.4,21.2,7日/週,60〜120分,7,90,630,48.4,12.0
40-49,female,173.0,91.5,30.6,4日/週,180分以上,4,210,840,74.3,17.3
50-59,female,161.2,67.6,26.0,1日/週,60〜120分,1,90,90,66.1,1.5
70,male,174.1,82.1,27.1,2日/週,60〜120分,2,90,180,78.8,3.2
40-49,male,174.5,61.9,20.3,2日/週,30〜60分,2,45,90,59.9,2.0
40-49,male,167.9,69.5,24.7,3日/週,30分未満,3,15,45,69.1,0.4
50-59,female,170.3,51.2,17.6,運動なし,0分,0,0,0,50.7,0.5
60-69,male,166.9,70.4,25.3,運動なし,0分,0,0,0,70.3,0.1
60-69,female,171.6,64.8,22.0,3日/週,30〜60分,3,45,135,62.2,2.6
70,female,164.9,60.9,22.4,1日/週,120〜180分,1,150,150,57.9,3.1
50-59,female,160.4,53.2,20.7,6日/週,30分未満,6,15,90,51.9,1.3
30-39,male,174.1,71.7,23.6,2日/週,30〜60分,2,45,90,68.8,2.8
20-29,female,161.2,61.0,23.5,運動なし,0分,0,0,0,60.5,0.5
30-39,female,172.4,61.2,20.6,4日/週,180分以上,4,210,840,45.0,16.2
60-69,female,173.7,81.0,26.8,運動なし,0分,0,0,0,81.5,-0.5
70,male,169.2,69.9,24.4,4日/週,120〜180分,4,150,600,58.9,11.0
20-29,male,171.9,54.8,18.5,3日/週,60〜120分,3,90,270,49.1,5.7
20-29,male,175.1,54.3,17.7,5日/週,180分以上,5,210,1050,45.0,9.3
20-29,male,170.7,76.2,26.1,3日/週,30分未満,3,15,45,74.0,2.2
50-59,male,170.3,97.0,33.5,7日/週,60〜120分,7,90,630,85.2,11.8
40-49,male,170.0,63.2,21.9,7日/週,180分以上,7,210,1470,45.0,18.2
30-39,male,175.0,68.1,22.2,7日/週,30〜60分,7,45,315,62.9,5.3
30-39,female,165.7,68.0,24.8,運動なし,0分,0,0,0,68.5,-0.5
50-59,male,161.3,66.7,25.7,4日/週,30分未満,4,15,60,65.9,0.8
60-69,male,162.5,50.6,19.1,5日/週,30分未満,5,15,75,49.3,1.3
70,male,177.6,63.6,20.1,2日/週,120〜180分,2,150,300,57.8,5.7
20-29,male,169.8,79.0,27.4,7日/週,60〜120分,7,90,630,66.3,12.7
50-59,female,162.8,61.9,23.3,運動なし,0分,0,0,0,61.9,-0.0
60-69,female,166.8,53.3,19.2,4日/週,60〜120分,4,90,360,46.0,7.3
50-59,male,175.5,67.9,22.0,6日/週,120〜180分,6,150,900,50.2,17.7
40-49,female,167.9,66.7,23.6,5日/週,30〜60分,5,45,225,63.3,3.4
60-69,male,175.8,74.7,24.1,3日/週,120〜180分,3,150,450,66.9,7.8
30-39,female,167.0,76.7,27.5,1日/週,180分以上,1,210,210,72.3,4.4
40-49,male,170.8,63.8,21.9,6日/週,120〜180分,6,150,900,46.8,16.9
40-49,female,156.0,62.7,25.8,1日/週,30分未満,1,15,15,61.7,1.0
30-39,male,164.5,73.7,27.2,6日/週,120〜180分,6,150,900,56.3,17.4
50-59,female,173.2,64.4,21.5,2日/週,120〜180分,2,150,300,58.4,6.0
40-49,male,176.4,76.2,24.5,7日/週,120〜180分,7,150,1050,56.3,19.9
20-29,female,163.7,48.1,18.0,7日/週,120〜180分,7,150,1050,45.0,3.1
50-59,female,169.1,70.0,24.5,1日/週,60〜120分,1,90,90,67.9,2.1
50-59,male,173.7,68.9,22.8,3日/週,180分以上,3,210,630,55.9,13.0
50-59,male,172.4,67.6,22.7,1日/週,30分未満,1,15,15,67.4,0.2
50-59,male,161.4,69.0,26.5,1日/週,30分未満,1,15,15,69.0,0.0
50-59,female,162.1,57.4,21.9,運動なし,0分,0,0,0,57.1,0.3
40-49,male,173.3,57.1,19.0,2日/週,60〜120分,2,90,180,54.1,3.0
60-69,male,171.5,48.7,16.5,7日/週,60〜120分,7,90,630,45.0,3.7
30-39,female,164.7,65.6,24.2,7日/週,120〜180分,7,150,1050,45.0,20.6
40-49,male,175.1,54.5,17.8,1日/週,120〜180分,1,150,150,51.8,2.7
20-29,male,162.9,59.2,22.3,5日/週,60〜120分,5,90,450,49.9,9.3
40-49,male,165.6,60.2,21.9,4日/週,60〜120分,4,90,360,53.4,6.7
30-39,male,175.5,76.4,24.8,4日/週,120〜180分,4,150,600,63.9,12.4
70,male,165.6,55.0,20.1,2日/週,30分未満,2,15,30,55.1,-0.1
30-39,female,167.5,62.3,22.2,6日/週,120〜180分,6,150,900,45.0,17.3
30-39,male,171.5,71.9,24.4,1日/週,120〜180分,1,150,150,68.7,3.2
50-59,male,174.2,62.7,20.7,1日/週,180分以上,1,210,210,57.9,4.9
40-49,male,167.0,76.6,27.5,4日/週,30〜60分,4,45,180,74.2,2.4
60-69,female,160.9,45.6,17.6,5日/週,60〜120分,5,90,450,45.0,0.6
30-39,male,169.8,63.6,22.1,運動なし,0分,0,0,0,63.5,0.2
20-29,female,169.0,59.5,20.9,7日/週,60〜120分,7,90,630,47.1,12.5
30-39,female,174.8,41.6,13.6,4日/週,30〜60分,4,45,180,45.0,-3.4
70,female,167.3,69.1,24.7,運動なし,0分,0,0,0,69.9,-0.8
30-39,female,162.3,55.8,21.2,運動なし,0分,0,0,0,55.2,0.6
20-29,male,166.5,51.6,18.6,1日/週,60〜120分,1,90,90,49.7,2.0
50-59,female,168.2,67.5,23.9,4日/週,60〜120分,4,90,360,61.3,6.2
20-29,male,164.5,80.3,29.7,3日/週,60〜120分,3,90,270,74.4,5.8
50-59,female,165.4,52.5,19.2,7日/週,180分以上,7,210,1470,45.0,7.5
70,male,176.9,74.8,23.9,1日/週,180分以上,1,210,210,71.2,3.6
70,male,169.2,67.3,23.5,3日/週,180分以上,3,210,630,54.2,13.1
20-29,male,186.1,67.4,19.5,運動なし,0分,0,0,0,67.7,-0.3
50-59,female,162.3,61.8,23.5,4日/週,30〜60分,4,45,180,58.8,3.1
40-49,male,176.9,59.1,18.9,2日/週,60〜120分,2,90,180,54.4,4.7
50-59,female,161.4,48.6,18.7,5日/週,180分以上,5,210,1050,45.0,3.6
30-39,male,180.0,68.7,21.2,6日/週,60〜120分,6,90,540,57.9,10.8
20-29,male,174.2,57.1,18.8,3日/週,60〜120分,3,90,270,51.2,5.9
30-39,female,161.3,59.5,22.9,3日/週,30〜60分,3,45,135,56.9,2.6
40-49,male,180.2,90.3,27.8,2日/週,120〜180分,2,150,300,84.3,6.0
40-49,male,168.6,61.0,21.4,6日/週,120〜180分,6,150,900,45.0,16.0
40-49,male,177.9,94.2,29.8,3日/週,30分未満,3,15,45,93.0,1.2
70,female,156.7,62.8,25.6,運動なし,0分,0,0,0,63.0,-0.2
50-59,female,164.9,73.7,27.1,2日/週,120〜180分,2,150,300,67.6,6.1
20-29,female,158.1,55.1,22.1,2日/週,30〜60分,2,45,90,52.4,2.7
30-39,female,161.9,67.1,25.6,3日/週,60〜120分,3,90,270,61.4,5.7
50-59,male,176.3,70.6,22.7,3日/週,30分未満,3,15,45,70.8,-0.2
60-69,female,164.7,64.1,23.6,1日/週,30分未満,1,15,15,63.6,0.6
30-39,female,164.0,59.5,22.1,運動なし,0分,0,0,0,59.1,0.4
30-39,female,160.2,58.1,22.7,3日/週,60〜120分,3,90,270,51.9,6.2
70,male,172.9,62.6,20.9,7日/週,30分未満,7,15,105,61.2,1.4
30-39,male,176.3,65.0,20.9,6日/週,30分未満,6,15,90,63.0,2.0
60-69,female,163.5,63.2,23.6,3日/週,30〜60分,3,45,135,59.6,3.6
70,male,171.7,82.3,27.9,3日/週,60〜120分,3,90,270,76.9,5.4
30-39,male,176.4,67.8,21.8,1日/週,120〜180分,1,150,150,64.6,3.2
60-69,male,173.1,69.5,23.2,3日/週,30〜60分,3,45,135,67.1,2.4
30-39,male,172.5,75.0,25.2,6日/週,120〜180分,6,150,900,56.9,18.1
50-59,male,179.7,55.1,17.0,運動なし,0分,0,0,0,55.4,-0.3
50-59,female,162.7,72.4,27.3,4日/週,180分以上,4,210,840,55.3,17.1
50-59,male,173.6,55.5,18.4,7日/週,60〜120分,7,90,630,45.0,10.5
40-49,female,161.6,52.0,19.9,6日/週,30〜60分,6,45,270,47.2,4.8
20-29,female,167.8,63.3,22.5,2日/週,120〜180分,2,150,300,56.6,6.7
20-29,female,170.6,53.3,18.3,5日/週,60〜120分,5,90,450,45.0,8.3
30-39,female,164.4,50.1,18.5,6日/週,60〜120分,6,90,540,45.0,5.1
70,female,165.6,90.2,32.9,運動なし,0分,0,0,0,90.1,0.1
70,male,167.0,65.0,23.3,7日/週,30分未満,7,15,105,63.7,1.3
30-39,male,165.6,60.0,21.9,2日/週,30〜60分,2,45,90,57.8,2.1
30-39,female,170.5,57.8,19.9,6日/週,60〜120分,6,90,540,46.8,11.0
30-39,female,176.8,57.0,18.2,7日/週,30〜60分,7,45,315,50.6,6.4
70,male,166.3,63.1,22.8,1日/週,180分以上,1,210,210,58.5,4.6
50-59,male,177.3,78.3,24.9,4日/週,60〜120分,4,90,360,70.9,7.5
30-39,male,168.2,64.6,22.9,3日/週,60〜120分,3,90,270,59.6,5.0
20-29,female,166.4,68.1,24.6,1日/週,30〜60分,1,45,45,66.8,1.2
20-29,female,170.5,42.2,14.5,2日/週,180分以上,2,210,420,45.0,-2.8
60-69,male,169.4,65.0,22.6,4日/週,120〜180分,4,150,600,53.8,11.2
20-29,male,177.5,83.6,26.5,2日/週,30分未満,2,15,30,82.9,0.7
40-49,male,179.5,65.5,20.3,2日/週,180分以上,2,210,420,57.8,7.7
20-29,female,158.0,55.8,22.4,5日/週,30分未満,5,15,75,54.0,1.9
60-69,female,172.1,60.7,20.5,4日/週,120〜180分,4,150,600,49.6,11.1
70,male,178.6,82.4,25.8,6日/週,30分未満,6,15,90,82.0,0.4
40-49,female,169.8,54.3,18.8,5日/週,30〜60分,5,45,225,50.0,4.3
20-29,female,160.6,62.4,24.2,運動なし,0分,0,0,0,61.5,0.8
20-29,female,166.8,50.7,18.2,7日/週,120〜180分,7,150,1050,45.0,5.7
50-59,female,161.4,58.8,22.5,1日/週,120〜180分,1,150,150,54.9,3.8
70,male,175.4,70.1,22.8,4日/週,30分未満,4,15,60,69.3,0.8
40-49,male,163.9,68.1,25.3,2日/週,120〜180分,2,150,300,62.2,5.9
50-59,male,170.7,64.1,22.0,6日/週,60〜120分,6,90,540,53.2,11.0
20-29,male,170.2,78.1,27.0,1日/週,60〜120分,1,90,90,76.9,1.1
70,female,168.5,66.2,23.3,4日/週,120〜180分,4,150,600,54.3,11.9
30-39,male,168.0,76.6,27.1,4日/週,60〜120分,4,90,360,69.5,7.1
60-69,female,162.9,69.0,26.0,1日/週,120〜180分,1,150,150,66.0,3.0
30-39,male,175.5,75.3,24.4,5日/週,30分未満,5,15,75,74.2,1.1
30-39,male,175.1,77.2,25.2,5日/週,60〜120分,5,90,450,68.3,8.9
20-29,male,176.8,80.3,25.7,6日/週,60〜120分,6,90,540,70.3,10.0
30-39,female,168.2,66.5,23.5,7日/週,120〜180分,7,150,1050,45.1,21.4
20-29,female,160.1,68.6,26.7,2日/週,60〜120分,2,90,180,64.9,3.7
50-59,female,154.3,69.9,29.4,4日/週,120〜180分,4,150,600,58.7,11.2
60-69,female,167.9,55.7,19.8,3日/週,30分未満,3,15,45,54.5,1.3
70,female,166.7,64.1,23.1,運動なし,0分,0,0,0,64.5,-0.3
50-59,male,173.9,49.7,16.5,運動なし,0分,0,0,0,50.1,-0.4
60-69,female,167.1,51.3,18.4,7日/週,120〜180分,7,150,1050,45.0,6.3
60-69,female,165.7,49.6,18.0,6日/週,120〜180分,6,150,900,45.0,4.6
70,female,155.0,64.6,26.9,6日/週,120〜180分,6,150,900,47.2,17.4
40-49,male,166.8,64.5,23.2,1日/週,60〜120分,1,90,90,62.5,2.0
20-29,female,157.3,78.1,31.6,1日/週,30分未満,1,15,15,77.5,0.6
70,male,164.5,65.0,24.0,4日/週,180分以上,4,210,840,49.3,15.7
20-29,female,161.7,73.2,28.0,1日/週,30〜60分,1,45,45,71.7,1.5
40-49,female,152.2,65.0,28.0,6日/週,30分未満,6,15,90,62.7,2.2
30-39,male,175.3,69.8,22.7,3日/週,180分以上,3,210,630,57.3,12.5
30-39,male,178.8,67.4,21.1,2日/週,30分未満,2,15,30,65.7,1.7
50-59,male,177.4,63.2,20.1,5日/週,120〜180分,5,150,750,48.9,14.3
40-49,male,170.3,78.9,27.2,7日/週,30〜60分,7,45,315,73.9,5.0
50-59,male,169.4,61.0,21.3,運動なし,0分,0,0,0,60.5,0.5
70,male,176.8,59.5,19.0,4日/週,120〜180分,4,150,600,48.0,11.5
70,male,173.8,52.4,17.3,2日/週,60〜120分,2,90,180,49.4,3.0
30-39,female,160.1,58.2,22.7,7日/週,60〜120分,7,90,630,45.6,12.6
50-59,male,173.7,91.8,30.4,4日/週,120〜180分,4,150,600,79.8,11.9
40-49,male,163.4,73.2,27.4,2日/週,180分以上,2,210,420,64.9,8.3
70,male,170.4,64.0,22.0,5日/週,30〜60分,5,45,225,59.8,4.2
40-49,female,166.7,45.5,16.4,1日/週,180分以上,1,210,210,45.0,0.5
20-29,female,167.1,47.5,17.0,2日/週,30〜60分,2,45,90,45.1,2.3
50-59,male,179.3,67.5,21.0,7日/週,30〜60分,7,45,315,61.7,5.8
30-39,male,166.2,76.5,27.7,7日/週,30分未満,7,15,105,75.5,1.1
50-59,female,166.9,50.6,18.2,1日/週,60〜120分,1,90,90,48.7,1.9
20-29,male,173.3,70.0,23.3,4日/週,180分以上,4,210,840,52.9,17.0
30-39,male,183.2,66.2,19.7,7日/週,180分以上,7,210,1470,45.0,21.2
50-59,male,175.5,60.1,19.5,運動なし,0分,0,0,0,60.0,0.2
30-39,female,167.6,55.0,19.6,4日/週,30〜60分,4,45,180,51.9,3.2
60-69,male,170.3,59.1,20.4,3日/週,120〜180分,3,150,450,50.9,8.3
20-29,female,168.4,57.6,20.3,6日/週,30〜60分,6,45,270,52.7,4.9
40-49,female,162.7,69.6,26.3,5日/週,60〜120分,5,90,450,61.2,8.4
60-69,male,172.1,70.7,23.9,7日/週,120〜180分,7,150,1050,49.9,20.8
60-69,male,174.8,62.3,20.4,4日/週,60〜120分,4,90,360,55.8,6.5
70,female,156.8,53.9,21.9,5日/週,30分未満,5,15,75,53.3,0.6
30-39,female,160.9,64.4,24.9,5日/週,60〜120分,5,90,450,55.5,8.9
30-39,female,171.5,57.1,19.4,2日/週,30分未満,2,15,30,56.6,0.4
60-69,female,160.9,77.8,30.0,7日/週,30〜60分,7,45,315,71.4,6.4
50-59,male,178.2,68.5,21.6,3日/週,30〜60分,3,45,135,65.6,2.9
50-59,male,174.1,69.2,22.8,1日/週,180分以上,1,210,210,64.9,4.3
40-49,female,165.5,47.6,17.4,3日/週,30〜60分,3,45,135,45.0,2.6
30-39,male,168.8,77.6,27.2,3日/週,120〜180分,3,150,450,69.2,8.4
40-49,male,177.4,65.6,20.8,3日/週,120〜180分,3,150,450,56.3,9.3
60-69,female,159.9,75.6,29.6,5日/週,120〜180分,5,150,750,61.6,14.1
40-49,male,166.8,68.9,24.8,6日/週,30分未満,6,15,90,67.9,1.0
70,male,173.7,78.4,26.0,1日/週,60〜120分,1,90,90,76.2,2.2
60-69,male,176.9,84.6,27.0,1日/週,30〜60分,1,45,45,83.8,0.8
20-29,male,177.0,61.7,19.7,7日/週,180分以上,7,210,1470,45.0,16.7
50-59,male,179.2,56.7,17.6,2日/週,180分以上,2,210,420,48.2,8.5
50-59,male,179.3,86.7,27.0,2日/週,30分未満,2,15,30,85.8,0.9
50-59,male,173.1,76.4,25.5,3日/週,120〜180分,3,150,450,67.4,9.0
50-59,female,177.4,69.8,22.2,3日/週,30分未満,3,15,45,69.7,0.1
20-29,female,163.8,56.9,21.2,3日/週,120〜180分,3,150,450,47.0,9.9
70,male,160.5,66.0,25.6,7日/週,60〜120分,7,90,630,53.6,12.4
60-69,female,160.0,65.6,25.6,5日/週,30分未満,5,15,75,64.5,1.1
20-29,female,162.4,51.2,19.4,1日/週,60〜120分,1,90,90,48.4,2.9
60-69,male,170.3,64.4,22.2,5日/週,30分未満,5,15,75,63.1,1.3
70,female,166.5,60.1,21.7,1日/週,120〜180分,1,150,150,57.9,2.2
30-39,female,164.4,44.9,16.6,4日/週,60〜120分,4,90,360,45.0,-0.1
70,male,167.5,88.7,31.6,6日/週,180分以上,6,210,1260,64.4,24.2
50-59,male,166.6,80.3,28.9,運動なし,0分,0,0,0,80.9,-0.6
30-39,female,165.7,52.3,19.1,2日/週,120〜180分,2,150,300,45.0,7.3
30-39,female,158.4,71.6,28.5,運動なし,0分,0,0,0,70.5,1.1
50-59,female,162.2,59.6,22.7,6日/週,180分以上,6,210,1260,45.0,14.6
30-39,male,175.0,76.2,24.9,4日/週,60〜120分,4,90,360,69.8,6.4
30-39,male,184.3,72.3,21.3,運動なし,0分,0,0,0,72.4,-0.1
20-29,male,175.4,53.7,17.5,2日/週,30〜60分,2,45,90,52.3,1.4
50-59,male,168.4,65.3,23.0,6日/週,120〜180分,6,150,900,47.8,17.5
60-69,male,175.7,71.7,23.3,1日/週,30〜60分,1,45,45,70.6,1.1
60-69,female,164.3,55.2,20.5,1日/週,60〜120分,1,90,90,52.9,2.3
30-39,male,174.4,72.4,23.8,3日/週,30〜60分,3,45,135,69.4,3.0
40-49,female,163.2,61.0,22.9,6日/週,60〜120分,6,90,540,50.5,10.5
60-69,female,168.1,48.6,17.2,5日/週,30〜60分,5,45,225,45.0,3.6
40-49,male,166.5,64.7,23.3,5日/週,30〜60分,5,45,225,59.8,4.9
20-29,male,176.1,65.2,21.0,6日/週,30分未満,6,15,90,63.5,1.7
50-59,female,167.7,43.1,15.3,運動なし,0分,0,0,0,45.0,-1.9
20-29,female,175.0,75.0,24.5,1日/週,60〜120分,1,90,90,73.4,1.6
70,male,171.7,64.4,21.8,4日/週,60〜120分,4,90,360,57.5,6.9
20-29,male,175.8,74.7,24.2,7日/週,60〜120分,7,90,630,60.3,14.4
60-69,female,168.1,63.9,22.6,運動なし,0分,0,0,0,64.0,-0.2
30-39,female,167.1,75.9,27.2,7日/週,180分以上,7,210,1470,47.3,28.5
20-29,female,158.5,68.4,27.2,運動なし,0分,0,0,0,68.3,0.1
70,female,170.5,74.5,25.6,2日/週,30分未満,2,15,30,73.5,1.1
20-29,male,167.4,66.2,23.6,2日/週,30分未満,2,15,30,65.6,0.6
40-49,male,164.8,56.2,20.7,7日/週,180分以上,7,210,1470,45.0,11.2
40-49,male,174.7,36.9,12.1,2日/週,30分未満,2,15,30,45.0,-8.1
50-59,male,177.8,75.0,23.7,7日/週,60〜120分,7,90,630,62.4,12.6
70,male,182.3,62.3,18.7,運動なし,0分,0,0,0,62.6,-0.3
40-49,female,160.5,59.3,23.0,運動なし,0分,0,0,0,59.5,-0.2
60-69,male,166.1,60.8,22.0,運動なし,0分,0,0,0,61.5,-0.7
60-69,female,161.4,65.2,25.0,7日/週,30〜60分,7,45,315,58.9,6.2
60-69,male,171.1,72.9,24.9,5日/週,30分未満,5,15,75,71.8,1.1
20-29,male,173.6,54.0,17.9,2日/週,30分未満,2,15,30,53.8,0.2
40-49,female,162.5,65.8,24.9,6日/週,60〜120分,6,90,540,55.6,10.2
30-39,male,168.7,66.0,23.2,4日/週,120〜180分,4,150,600,53.9,12.1
20-29,female,168.0,69.4,24.6,4日/週,120〜180分,4,150,600,56.8,12.6
70,male,173.7,57.9,19.2,4日/週,30〜60分,4,45,180,55.2,2.7
30-39,male,170.9,77.0,26.4,4日/週,120〜180分,4,150,600,64.8,12.1
70,male,171.9,68.4,23.1,7日/週,60〜120分,7,90,630,55.8,12.5
60-69,male,171.8,76.2,25.8,7日/週,180分以上,7,210,1470,47.5,28.7
40-49,male,170.8,67.4,23.1,5日/週,180分以上,5,210,1050,46.2,21.2
70,female,168.1,59.2,21.0,4日/週,60〜120分,4,90,360,52.1,7.1
70,female,160.8,64.2,24.8,7日/週,30分未満,7,15,105,62.3,1.9
40-49,female,165.0,39.2,14.4,運動なし,0分,0,0,0,45.0,-5.8
